KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T001142001,T001142002,T001142003,T001142004,T001142005,T001142006,T001142007,T001142008,T001142009,T001142010,T001142011,T001142012,T001142013,T001142014,T001142015,T001142016,T001142017,T001142018,T001142019,T001142020,T001142021,T001142022,T001142023,T001142024,T001142025,T001142026,T001142027,T001142028,T001142029,T001142030,T001142031,T001142032,T001142033,T001142034,T001142035,T001142036,T001142037,T001142038,T001142039,T001142040,T001142041,T001142042,T001142043,T001142044,T001142045,T001142046,T001142047,T001142048,T001142049,T001142050
,,,,Å@êlå˚ÅiëçêîÅj,Å@êlå˚ÅiëçêîÅjÅ@íj,Å@êlå˚ÅiëçêîÅjÅ@èó,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@ëçêî,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@íj,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@èó,Å@ÇPÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇPÇTçŒà»è„êlå˚Å@íj,Å@ÇPÇTçŒà»è„êlå˚Å@èó,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@ëçêî,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@íj,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@èó,Å@ÇPÇWçŒà»è„êlå˚Å@ëçêî,Å@ÇPÇWçŒà»è„êlå˚Å@íj,Å@ÇPÇWçŒà»è„êlå˚Å@èó,Å@ÇQÇOçŒà»è„êlå˚Å@ëçêî,Å@ÇQÇOçŒà»è„êlå˚Å@íj,Å@ÇQÇOçŒà»è„êlå˚Å@èó,Å@ÇUÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇUÇTçŒà»è„êlå˚Å@íj,Å@ÇUÇTçŒà»è„êlå˚Å@èó,Å@ÇVÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇVÇTçŒà»è„êlå˚Å@íj,Å@ÇVÇTçŒà»è„êlå˚Å@èó,Å@ÇWÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇWÇTçŒà»è„êlå˚Å@íj,Å@ÇWÇTçŒà»è„êlå˚Å@èó,Å@ÇXÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇXÇTçŒà»è„êlå˚Å@íj,Å@ÇXÇTçŒà»è„êlå˚Å@èó,Å@äOçëêlêlå˚Å@ëçêî,Å@äOçëêlêlå˚Å@íj,Å@äOçëêlêlå˚Å@èó,Å@ê¢ë—ëçêî,Å@àÍî ê¢ë—êî,Å@ÇPêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇQêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇRêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇSêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇTêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇVêlà»è„ê¢ë—êîÅ@àÍî ê¢ë—êî,Å@êeë∞ÇÃÇ›ÇÃê¢ë—êîÅ@àÍî ê¢ë—êî,Å@äjâ∆ë∞ê¢ë—êîÅ@àÍî ê¢ë—êî,Å@äjâ∆ë∞à»äOÇÃê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUçŒñ¢ñûê¢ë—àıÇÃÇ¢ÇÈê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUÇTçŒà»è„ê¢ë—àıÇÃÇ¢ÇÈê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ê¢ë—éÂÇÃîNóÓÇ™ÇQÇOÅ`ÇQÇXçŒÇÃÇPêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@çÇóÓíPêgê¢ë—êîÅ@àÍî ê¢ë—êî,Å@çÇóÓïvïwê¢ë—êîÅ@àÍî ê¢ë—êî
5438252922,1,,5438252923,24,10,14,0,0,0,26,10,16,8,4,4,26,10,16,26,10,16,18,6,12,8,2,6,5,1,4,0,0,0,0,0,0,11,11,6,4,1,1,1,0,0,7,6,1,0,12,0,6,4
5438252923,2,5438252922,,2,0,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438252924,0,,,13,6,7,1,0,1,12,6,6,9,5,4,12,6,6,12,6,6,3,1,2,1,0,1,1,0,1,0,0,0,0,0,0,8,8,5,1,2,0,0,0,0,3,2,1,1,2,4,0,1
5438252942,1,,5438252944,12,8,4,0,0,0,18,11,7,3,3,0,18,11,7,18,11,7,15,8,7,15,8,7,5,4,1,0,0,0,0,0,0,6,6,1,7,1,0,0,0,0,8,7,1,0,8,0,1,6
5438252944,2,5438252942,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438253643,2,5438254622,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438253722,2,5438253732,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438253732,1,,5438253722,5,3,2,0,0,0,11,6,5,4,3,1,11,6,5,11,6,5,7,3,4,4,1,3,2,0,2,0,0,0,0,0,0,3,3,2,3,1,0,0,0,0,4,3,1,0,6,0,2,1
5438253734,0,,,13,8,5,0,0,0,13,8,5,2,1,1,13,8,5,13,8,5,11,7,4,6,4,2,2,1,1,0,0,0,0,0,0,8,8,4,3,1,0,0,0,0,4,3,1,0,8,0,4,3
5438253811,0,,,16,9,7,0,0,0,16,9,7,6,4,2,16,9,7,16,9,7,10,5,5,6,3,3,1,0,1,0,0,0,0,0,0,7,7,0,5,2,0,0,0,0,7,6,1,0,6,0,0,4
5438254622,1,,5438253643,5,2,3,0,0,0,11,5,6,4,1,3,11,5,6,11,5,6,7,4,3,5,2,3,2,2,0,0,0,0,0,0,0,2,2,1,2,2,0,0,0,0,4,2,2,0,5,0,1,2
5438254623,0,,,9,5,4,0,0,0,9,5,4,3,1,2,9,5,4,9,5,4,6,4,2,3,2,1,2,1,1,0,0,0,0,0,0,5,5,2,2,1,0,0,0,0,3,3,0,0,4,0,1,2
5438254711,0,,,14,7,7,0,0,0,14,7,7,3,2,1,14,7,7,14,7,7,11,5,6,2,1,1,1,1,0,1,1,0,0,0,0,6,6,1,2,3,0,0,0,0,5,4,1,0,6,0,1,1
5438256234,2,5438258314,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438256823,2,5438257931,,4,3,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438256824,2,5438257931,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438257032,2,5438258241,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438257212,2,5438257331,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438257331,1,,5438257212;5438257333,6,3,3,0,0,0,11,6,5,3,2,1,11,6,5,11,6,5,8,4,4,6,3,3,0,0,0,0,0,0,0,0,0,2,2,1,2,2,0,0,0,0,4,3,1,0,5,0,1,2
5438257333,2,5438257331,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438257711,2,5438257713,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438257713,1,,5438257711,18,8,10,2,0,2,20,10,10,8,4,4,20,10,10,20,10,10,12,6,6,7,4,3,2,1,1,0,0,0,0,0,0,8,8,2,6,0,2,0,0,0,8,7,1,1,7,0,0,5
5438257714,1,,5438257732;5438257741,11,5,6,0,0,0,20,11,9,6,4,2,20,11,9,20,11,9,14,7,7,8,3,5,2,1,1,0,0,0,0,0,0,7,7,8,3,2,0,0,0,0,5,3,2,0,10,0,6,2
5438257732,2,5438257714,,8,5,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438257741,2,5438257714,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438257843,2,5438258821,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438257931,1,,5438256823;5438256824,25,14,11,1,1,0,30,17,13,18,11,7,30,17,13,27,14,13,12,6,6,7,3,4,3,1,2,0,0,0,1,0,1,9,9,1,5,1,3,1,0,0,10,8,2,0,6,0,0,4
5438257932,0,,,27,12,15,1,1,0,26,11,15,13,7,6,26,11,15,26,11,15,13,4,9,6,1,5,2,0,2,0,0,0,0,0,0,11,11,3,4,2,1,0,1,0,8,5,3,1,10,0,3,3
5438257941,1,,5438257942,32,17,15,0,0,0,39,21,18,14,10,4,38,20,18,38,20,18,25,11,14,14,8,6,5,2,3,0,0,0,0,0,0,15,15,6,9,2,1,1,0,0,13,10,3,0,17,0,5,5
5438257942,2,5438257941,,7,4,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438258214,2,5438258232,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438258223,2,5438258224,,4,1,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438258224,1,,5438258223,18,9,9,0,0,0,22,10,12,6,4,2,22,10,12,22,10,12,16,6,10,9,4,5,3,2,1,0,0,0,0,0,0,11,11,7,6,1,0,0,0,0,7,7,0,0,12,0,5,3
5438258232,1,,5438258214;5438259042;5438259131,10,3,7,0,0,0,16,6,10,6,3,3,16,6,10,15,5,10,10,3,7,7,1,6,6,1,5,1,0,1,0,0,0,4,4,3,3,1,1,0,0,0,5,3,2,0,8,0,3,2
5438258241,1,,5438257032,46,23,23,0,0,0,47,23,24,20,10,10,46,22,24,46,22,24,27,13,14,15,6,9,9,4,5,0,0,0,0,0,0,19,19,4,9,4,2,1,0,0,16,14,2,0,19,0,4,5
5438258311,2,5438258313,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438258313,1,,5438258311,13,6,7,0,0,0,14,7,7,6,2,4,14,7,7,14,7,7,8,5,3,1,0,1,1,0,1,0,0,0,0,0,0,6,6,3,3,0,0,1,0,0,4,4,0,0,6,0,2,3
5438258314,1,,5438256234,12,6,6,0,0,0,14,7,7,5,2,3,14,7,7,14,7,7,9,5,4,3,1,2,2,0,2,0,0,0,0,0,0,6,6,2,3,2,0,0,0,0,5,3,2,0,6,0,1,1
5438258323,0,,,30,15,15,0,0,0,30,15,15,10,7,3,30,15,15,30,15,15,20,8,12,11,3,8,6,1,5,0,0,0,0,0,0,15,15,5,7,2,0,1,0,0,10,8,2,0,13,0,5,4
5438258324,0,,,29,15,14,0,0,0,29,15,14,11,7,4,29,15,14,29,15,14,18,8,10,13,5,8,7,3,4,0,0,0,0,0,0,13,13,3,7,2,0,0,1,0,10,7,3,0,11,0,3,3
5438258341,2,5438258342,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438258342,1,,5438258341;5438258343,13,5,8,1,1,0,17,7,10,6,3,3,16,7,9,16,7,9,11,4,7,9,3,6,5,2,3,0,0,0,0,0,0,5,5,6,1,2,1,0,0,0,4,2,2,0,9,0,5,1
5438258343,2,5438258342,,2,2,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438258431,2,5438258432,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438258432,1,,5438258431;5438258442,20,11,9,0,0,0,26,16,10,14,9,5,26,16,10,26,16,10,12,7,5,7,5,2,5,4,1,0,0,0,0,0,0,10,10,6,6,1,0,1,0,0,8,6,2,0,10,0,3,2
5438258442,2,5438258432,,3,3,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438258542,1,,5438258544,28,16,12,1,0,1,31,18,13,12,7,5,30,18,12,30,18,12,19,11,8,12,7,5,3,2,1,0,0,0,0,0,0,11,11,2,7,2,1,0,1,0,11,8,3,0,11,0,2,5
5438258543,0,,,8,4,4,0,0,0,8,4,4,2,1,1,8,4,4,8,4,4,6,3,3,5,3,2,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,4,4,0,0,3,0,0,3
5438258544,2,5438258542,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438258633,0,,,30,13,17,4,1,3,26,12,14,21,11,10,25,12,13,24,11,13,5,1,4,5,1,4,1,0,1,0,0,0,0,0,0,11,11,0,6,3,1,1,0,0,11,10,1,0,4,0,0,1
5438258634,0,,,18,11,7,0,0,0,18,11,7,5,3,2,18,11,7,18,11,7,13,8,5,4,2,2,3,1,2,0,0,0,0,0,0,8,8,1,5,1,1,0,0,0,7,6,1,0,8,0,1,3
5438258723,0,,,19,11,8,0,0,0,19,11,8,8,6,2,19,11,8,19,11,8,11,5,6,7,3,4,5,2,3,1,0,1,0,0,0,7,7,0,3,3,1,0,0,0,7,6,1,0,5,0,0,1
5438258724,0,,,29,16,13,0,0,0,29,16,13,15,8,7,29,16,13,29,16,13,14,8,6,7,3,4,4,2,2,0,0,0,0,0,0,12,12,2,6,1,3,0,0,0,10,8,2,0,9,0,1,2
5438258732,0,,,15,7,8,0,0,0,15,7,8,4,2,2,15,7,8,15,7,8,11,5,6,7,3,4,3,1,2,1,0,1,0,0,0,7,7,1,5,0,1,0,0,0,5,4,1,0,7,0,1,3
5438258734,0,,,22,8,14,1,1,0,21,7,14,7,5,2,21,7,14,21,7,14,14,2,12,11,0,11,9,0,9,2,0,2,0,0,0,9,8,5,2,0,0,0,1,0,3,2,1,1,6,0,4,1
5438258741,1,,5438258742,26,9,17,3,0,3,26,10,16,11,4,7,26,10,16,26,10,16,15,6,9,7,3,4,3,1,2,1,0,1,0,0,0,11,11,4,6,1,1,0,1,0,9,7,2,0,9,0,3,2
5438258742,2,5438258741,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438258811,0,,,11,5,6,1,0,1,10,5,5,7,3,4,10,5,5,10,5,5,3,2,1,2,1,1,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,1,0,0,4,3,1,0,2,0,0,1
5438258812,1,,5438258814,17,10,7,1,1,0,26,16,10,16,11,5,25,15,10,24,14,10,10,5,5,3,1,2,1,1,0,0,0,0,0,0,0,6,6,0,2,4,1,0,0,1,7,6,1,0,6,0,0,1
5438258813,0,,,34,17,17,2,1,1,32,16,16,21,9,12,30,15,15,26,14,12,11,7,4,10,6,4,2,2,0,1,1,0,0,0,0,10,10,3,1,1,2,0,3,0,7,2,5,0,7,0,2,0
5438258814,2,5438258812,,10,7,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438258821,1,,5438257843,8,5,3,0,0,0,11,7,4,2,1,1,11,7,4,11,7,4,9,6,3,5,2,3,5,2,3,0,0,0,0,0,0,5,5,4,2,1,0,0,0,0,3,2,1,0,6,0,3,1
5438259042,2,5438258232,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438259131,2,5438258232,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438259612,0,,,30,13,17,0,0,0,30,13,17,13,5,8,30,13,17,28,13,15,17,8,9,11,5,6,6,3,3,0,0,0,0,0,0,12,12,1,7,2,1,1,0,0,11,8,3,0,10,0,1,4
5438259621,0,,,18,9,9,0,0,0,18,9,9,7,3,4,18,9,9,18,9,9,11,6,5,9,4,5,3,2,1,0,0,0,0,0,0,10,10,3,6,1,0,0,0,0,7,7,0,0,7,0,1,5
5438259622,1,,5438259624,52,26,26,2,2,0,54,25,29,31,19,12,54,25,29,53,24,29,23,6,17,15,5,10,5,0,5,1,0,1,0,0,0,23,23,10,7,5,3,1,0,0,16,12,4,1,18,0,6,4
5438259623,0,,,46,21,25,2,1,1,44,20,24,18,9,9,43,20,23,42,20,22,26,11,15,17,8,9,10,4,6,0,0,0,0,0,0,20,20,2,13,2,3,0,0,0,18,13,5,1,17,0,2,8
5438259624,2,5438259622,,4,1,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438259634,0,,,19,9,10,0,0,0,19,9,10,9,4,5,19,9,10,18,8,10,10,5,5,8,3,5,3,2,1,0,0,0,0,0,0,9,9,3,5,0,0,0,1,0,6,5,1,0,7,0,3,3
5438259641,2,5438259643,,9,5,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438259643,1,,5438259641,24,12,12,1,0,1,32,17,15,12,7,5,32,17,15,31,16,15,20,10,10,9,5,4,2,1,1,0,0,0,0,0,0,9,9,2,7,2,0,1,1,0,11,8,3,0,11,0,2,5
5438259711,1,,5438259713,18,10,8,1,1,0,26,16,10,11,8,3,25,15,10,25,15,10,15,8,7,11,6,5,6,3,3,0,0,0,0,0,0,9,9,7,3,3,0,1,0,0,7,6,1,0,12,0,6,2
5438259713,2,5438259711,,9,7,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438260224,2,5438260313,,6,2,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438260241,2,5438260313,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438260312,2,5438260313,,4,1,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438260313,1,,5438260224;5438260241;5438260312,7,2,5,0,0,0,18,5,13,8,2,6,18,5,13,18,5,13,10,3,7,8,1,7,3,1,2,0,0,0,0,0,0,4,4,5,5,1,0,0,0,0,6,6,0,0,9,0,4,1
5438260911,2,5438261742,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438260923,2,5438261742,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438261122,2,5438261124,,10,3,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438261124,1,,5438261122,6,3,3,3,1,2,13,5,8,4,1,3,13,5,8,13,5,8,9,4,5,3,1,2,2,1,1,0,0,0,0,0,0,2,2,3,4,0,0,1,0,0,5,4,1,0,6,0,3,2
5438261211,0,,,12,6,6,0,0,0,12,6,6,1,0,1,12,6,6,12,6,6,11,6,5,7,5,2,0,0,0,0,0,0,0,0,0,6,6,0,6,0,0,0,0,0,6,6,0,0,6,0,0,5
5438261742,1,,5438260911;5438260923,14,7,7,0,0,0,17,8,9,7,4,3,17,8,9,17,8,9,10,4,6,7,3,4,2,0,2,0,0,0,0,0,0,6,6,4,2,3,0,0,0,0,5,4,1,0,7,0,3,2
5438261832,1,,5438261834,13,7,6,2,1,1,22,11,11,9,5,4,22,11,11,22,11,11,13,6,7,10,4,6,2,1,1,0,0,0,0,0,0,5,5,0,4,2,1,0,1,0,8,3,5,1,8,0,0,3
5438261834,2,5438261832,,11,5,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438261841,0,,,51,24,27,0,0,0,51,24,27,19,10,9,51,24,27,51,24,27,32,14,18,17,7,10,9,4,5,0,0,0,0,0,0,22,22,8,6,4,1,3,0,0,14,8,6,0,21,0,7,4
5438261842,2,5438261844,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438261843,2,5438261844,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438261844,1,,5438261842;5438261843;5438262821;5438262822,29,14,15,1,1,0,41,20,21,12,5,7,41,20,21,41,20,21,29,15,14,15,7,8,5,2,3,0,0,0,0,0,0,14,14,7,9,3,2,0,0,0,14,10,4,0,19,0,6,6
5438261931,2,5438261932,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438261932,1,,5438261931;5438261934,6,2,4,0,0,0,22,11,11,9,5,4,21,10,11,21,10,11,13,6,7,9,3,6,3,1,2,0,0,0,0,0,0,3,3,2,4,1,1,1,0,0,7,5,2,0,9,0,2,2
5438261934,2,5438261932,,10,6,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438262031,2,5438262033,,44,13,31,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438262033,1,,5438262031,8,2,6,0,0,0,52,15,37,2,1,1,52,15,37,52,15,37,50,14,36,45,13,32,33,9,24,4,3,1,0,0,0,5,5,3,5,0,0,0,0,0,5,4,1,0,7,0,3,3
5438262112,0,,,16,8,8,0,0,0,16,8,8,4,1,3,16,8,8,16,8,8,12,7,5,5,2,3,0,0,0,0,0,0,0,0,0,9,9,3,5,1,0,0,0,0,6,6,0,0,9,0,3,4
5438262114,0,,,55,28,27,0,0,0,55,28,27,24,13,11,55,28,27,55,28,27,31,15,16,20,10,10,10,4,6,2,0,2,0,0,0,24,24,7,6,9,1,1,0,0,17,12,5,0,19,0,6,2
5438262123,0,,,24,11,13,1,0,1,23,11,12,12,6,6,22,10,12,21,9,12,11,5,6,6,2,4,2,0,2,0,0,0,0,0,0,8,8,0,4,2,1,0,1,0,8,4,4,1,7,0,0,4
5438262141,0,,,23,11,12,1,1,0,22,10,12,5,3,2,22,10,12,22,10,12,17,7,10,6,2,4,1,0,1,0,0,0,0,0,0,13,13,5,7,0,1,0,0,0,8,7,1,0,10,0,3,7
5438262142,0,,,13,7,6,1,1,0,12,6,6,6,3,3,11,5,6,9,5,4,6,3,3,1,1,0,1,1,0,0,0,0,0,0,0,4,4,0,1,1,2,0,0,0,4,2,2,1,3,0,0,0
5438262143,2,5438262144,,8,3,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438262144,1,,5438262143,3,1,2,0,0,0,11,4,7,2,1,1,11,4,7,11,4,7,9,3,6,4,2,2,0,0,0,0,0,0,0,0,0,2,2,3,4,0,0,0,0,0,4,4,0,0,6,0,3,3
5438262321,1,,5438262323;5438262332,19,10,9,0,0,0,25,15,10,4,3,1,25,15,10,25,15,10,21,12,9,14,7,7,3,2,1,0,0,0,0,0,0,11,11,9,5,2,0,0,0,0,7,6,1,0,14,0,7,5
5438262323,2,5438262321,,3,3,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438262332,2,5438262321,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438262411,2,5438262412,,6,4,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
